S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
S,0.98,-128.59,1004.91,140.00,-490.00,0.00,1005.26,45.4583817,-73.4328308,00,05,33,E
