-00002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-75.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
-005.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;20:05:07e
-006.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;21:05:07e
-007.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;22:05:07e
-008.38;-002.69;0359.62;-00.72;000.53;009.47;022.58;101245.44;00107.05;454469136;-736939802;23:05:07e
